,tweet_processed,finer_updated,idx,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_combined
94,street ghost town due loot junki 5x mani die spanish flu 19171918 yet cali pop declin first time sinc 1900 typic arrog dem name caller graduat high school call back,"['harmful_generalization', 'government_critique']",2457,0.0056477743200957,0.9309856295585632,0.06336659938097,0.9943522289395332
95,solut supervisor ronen feel societi accept abil get away moral issu grow isnt exact what wrong woke zero moral mark red light district drug loot rape common thread,"['harmful_generalization', 'government_critique']",2483,0.0233421400189399,0.7732917070388794,0.2033661901950836,0.976657897233963
96,woke style sanctuari state5m illegals300k 1m studio apt free needlesdrug shoot room 47th education1st taxat crt mandat mask laforc hous mandatesno water drought power rationingnow legal prostitut,"['harmful_generalization', 'government_critique']",2484,0.0100262854248285,0.8820187449455261,0.1079549714922905,0.9899737164378166
97,sick shit full sing song infantil expect noth return destroy citi demand taxpay fund servic,"['harmful_generalization', 'government_critique', 'societal_critique']",2514,0.0045699696056544,0.9521256685256958,0.0433044247329235,0.9954300932586192
98,surpris leav flyaway bus lax see sidewalk come union station goto goldlin connect amp smoke drug ticket machin upstair await train amppasseng b4 reject cab smelli follow better 1,['personal_interaction_observation_of_homelessness'],2585,0.0282730758190155,0.5585249662399292,0.4132020175457001,0.9717269837856292
99,haven't seen man vacuum sidewalk santa monica blvd while…,['personal_interaction_observation_of_homelessness'],2616,0.0223703160881996,0.4544537663459778,0.5231758952140808,0.9776296615600586
100,walnut high school 91789 usa i'm never group home eat good meal rest well photo group home need sc,,2644,0.0694886818528175,0.535011887550354,0.3954994976520538,0.9305113852024078
101,get region pariti deal servic treatment facil shelter take someth sore lacking… elect leader vision deep deep sens shame current inhuman street,"['government_critique', 'solutions_interventions']",2645,0.0127949733287096,0.8120777606964111,0.1751272231340408,0.987204983830452
102,tenderloin legit scari live manhattan year never seen anyth close downtown la,['not_in_my_backyard'],2648,0.0580039247870445,0.6568682789802551,0.2851278185844421,0.9419960975646972
103,im put camp cupertino rob us that abod servic,['not_in_my_backyard'],2664,0.0070528294891119,0.9124685525894164,0.0804786160588264,0.992947168648243
104,agre mayor live el cajon grew lot individu drug get drug matter much help give still end,"['harmful_generalization', 'government_critique', 'solutions_interventions']",2690,0.0324694663286209,0.5648953914642334,0.4026351571083069,0.9675305485725404
105,elector colleg hijack white hous need broke 3 state iv target facist 40 year cant even gf overwhelm fuk em bad trump cupertino camp,['government_critique'],2736,0.0071655455976724,0.9085389971733092,0.0842953771352768,0.992834374308586
106,beauti it bad politician ruin landscap crime thing matter dime need govern step back cut want state back beauti gorgeous,['government_critique'],2798,0.1326704919338226,0.6644474864006042,0.2028820365667343,0.8673295229673386
107,7 cbs lead everyon believ god side final said mission hill heaven “just sex” cbs refer amp hate god jesus ultimatum don't drug i'm skid row eventu dead,,2840,0.0131157021969556,0.8631860017776489,0.1236983463168144,0.9868843480944632
108,u forgot downtown sad,['not_in_my_backyard'],2843,0.0060093975625932,0.921200692653656,0.0727898851037025,0.9939905777573586
109,california rate gang violenc stat distrust state gov poverti level oh biggest ashat liter histori polit governor,['government_critique'],2946,0.0176184605807065,0.8071586489677429,0.1752228587865829,0.982381507754326
110,u fell state drug citizen move rapid,"['harmful_generalization', 'government_critique']",2962,0.0117738442495465,0.8465384840965271,0.1416876912117004,0.9882261753082277
111,ship state daili basi drug addict mental ill disabl,['harmful_generalization'],2984,0.0072807013057172,0.8735008835792542,0.1192184090614318,0.992719292640686
112,hitler aliv today would encamp surround broken televis say drug folk,['harmful_generalization'],3008,0.0160956382751464,0.8222400546073914,0.1616643220186233,0.9839043766260148
113,tesla car california…,['solutions_interventions'],3017,0.0303902197629213,0.6145324110984802,0.3550773561000824,0.9696097671985626
114,famili shortag food higher gasolin price usa higher util bill let honesti believ newson take order china practic serious rent home pay owner mortgageswho r landlord foreign,['government_critique'],3033,0.016181306913495,0.6151189804077148,0.3686996698379516,0.9838186502456664
115,cours china develop countri thank care much china realli care pleas use time messag adopt veteran donat drug addict street philadelphia poor countri okay,"['deserving_undeserving_of_resources', 'societal_critique', 'solutions_interventions']",3045,0.4113326966762543,0.2083538621664047,0.3803133964538574,0.5886672586202621
116,2 thought ·it terribl situat santa monica citi deal associ crime ·what temperatur realli stock cap foxnewsatnight,['media_portrayal'],3135,0.0057039558887481,0.8872954845428467,0.1070005074143409,0.9942959919571877
117,visit saw fistfight told get go hospit night two rest shower,['personal_interaction_observation_of_homelessness'],3137,0.0146374097093939,0.5991052985191345,0.3862573504447937,0.9853626489639282
118,union suck crime famili look teacher nurs union put super major democratcommi offic fair represent amp state filthi smut poop drug pedophil human traffick abort full term vulgar,"['harmful_generalization', 'government_critique']",3140,0.0044493479654192,0.9524914026260376,0.0430592745542526,0.9955506771802902
119,ever visit gardena addict everywher disgrac,['harmful_generalization'],3180,0.0049844235181808,0.9522320032119752,0.0427835099399089,0.995015513151884
120,california rate don't see someth,"['government_critique', 'solutions_interventions']",3181,0.0068583083339035,0.8480947613716125,0.1450469493865966,0.9931417107582092
121,girlfriend stalk today man masturb westfield mall norwegian consul allow continu pleasur insid build finish left consequ,['personal_interaction_observation_of_homelessness'],3222,0.0130655318498611,0.6081132292747498,0.3788212537765503,0.9869344830513
122,go even notic remov huge encamp canoga avenu victori vanowen,['not_in_my_backyard'],3229,0.0103055983781814,0.8455644249916077,0.1441299617290496,0.9896943867206572
123,you'r bang job highest rate countri busi citizen leav highest tax sky high crime plagu,['government_critique'],3247,0.0107450308278203,0.9304185509681702,0.0588363893330097,0.98925494030118
124,mayb red state need stop reloc,"['government_critique', 'not_in_my_backyard']",3268,0.0203537531197071,0.3345749378204345,0.6450713872909546,0.9796463251113892
125,sa problem serious feel like south park episod nowaday especi downtown,['media_portrayal'],3289,0.0065452428534626,0.905320167541504,0.0881345346570015,0.9934547021985054
126,sacramento count 9278 count 58 disabl continu remov sidewalk real time servic disabl liter nowher access,"['not_in_my_backyard', 'solutions_interventions']",3295,0.0121630858629941,0.7996008992195129,0.1882360428571701,0.987836942076683
127,make life easier creat make activ key driver drug drug use illeg allow polic enforc mandatori detox one way i'm sure one even consid,"['harmful_generalization', 'solutions_interventions']",3306,0.0111276991665363,0.7725697755813599,0.2163026183843612,0.9888723939657212
128,newsom drug shit sheet along compani leav make wonder see,"['harmful_generalization', 'government_critique']",3334,0.0128658497706055,0.7085394859313965,0.2785946726799011,0.9871341586112976
129,read post fell 51 20052016 trend revers 2016 year hous first implement statewid yeah fuck yimbi bullshit 50year plan end bankrupt quadrupl pop,"['money_aid_resource_allocation', 'government_critique', 'solutions_interventions']",3354,0.0103289922699332,0.8481752276420593,0.1414957791566848,0.9896710067987442
130,nice mid girl review cig got trade definit top twenti favorit genr,,3369,0.91771137714386,0.0077154920436441,0.0745731592178344,0.0822886512614786
131,id rather home idaho guess cant speak 5 million,,3392,0.0203000232577323,0.7133400440216064,0.2663598656654358,0.9796999096870422
132,yea dont put pictur drug addict poop street crime rampant pictur chicago dead bodi serious take look blue state run move drove,"['harmful_generalization', 'government_critique']",3400,0.0069924956187605,0.8526662588119507,0.1403412520885467,0.9930075109004974
133,dont want fix anyth seek dollar claim use move fund cover huge mishandl fund accomplish sinc newsom took offic besid drive huge amount resid move state noth,"['money_aid_resource_allocation', 'government_critique']",3417,0.0067904978059232,0.9019787311553956,0.0912307947874069,0.9932095259428024
134,id rather dubai rich us saw video guy got sht smear face satan run america,"['harmful_generalization', 'societal_critique']",3418,0.0088499262928962,0.907187521457672,0.0839625373482704,0.9911500588059424
135,democrat dont care 12 children 140 billion corrupt countri europ ukrain give billion proxywar bidenfl,"['money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources']",3434,0.0078502930700778,0.8864831924438477,0.1056664362549781,0.9921496286988258
136,your confus unequ distribut ever grow resourc poverti stop look like competit ration analyz least compar previous generat spend 60000 per tent poverti govern,"['money_aid_resource_allocation', 'government_critique']",3494,0.0119907343760132,0.7767821550369263,0.2112271189689636,0.98800927400589
137,sure saw nice new camp freeway oxnard laurel canyon democrat destroy state turn 3rd world dump,"['government_critique', 'not_in_my_backyard']",3498,0.0374655127525329,0.7457408308982849,0.2167936712503433,0.9625345021486282
138,you'r funni mass exodus disgust fece fill street you'r worri arkansa,"['harmful_generalization', 'government_critique']",3572,0.0097246905788779,0.9210990071296692,0.0691763535141944,0.9902753606438636
139,kek left cali get paycheck live welfar state life sustain benefici human worst place earth democrat run citi skid row kensington zombi land polici kill citi,"['money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources']",3577,0.0075616622343659,0.9135008454322816,0.0789375379681587,0.9924383834004402
140,stat becam governor lta month ago let talk crisi long governor time fix problem,['government_critique'],3585,0.0314774960279464,0.4057671725749969,0.5627553462982178,0.9685225188732148
141,calif leav drove rate crime tax highest countri least free state america governor almost got recal polici lib couldn't,['government_critique'],3603,0.0093772979453206,0.882443904876709,0.1081787720322609,0.99062267690897
142,welfar benefit white anyon havent heard black american ran etc black american make major countri 13 popul,"['money_aid_resource_allocation', 'government_critique', 'deserving_undeserving_of_resources']",3616,0.0434203185141086,0.6005576848983765,0.3560220599174499,0.9565797448158264
143,dopehead thing cali go wealthi live gate communiti,"['harmful_generalization', 'societal_critique']",3643,0.0198589246720075,0.7515895366668701,0.2285515069961547,0.9801410436630248
144,mayor dont forget fernando valley problem smaller scale like la still need help pleas dont forget thank wish would bring back connect use park church,['solutions_interventions'],3663,0.2354323714971542,0.3056687116622925,0.4588989615440368,0.7645676732063293
145,gavin newsom don't care start ministri sacramento arrest thug cop said cannot feed proof guy thiev liar,"['government_critique', 'solutions_interventions']",3687,0.0064291367307305,0.9263870716094972,0.0671838447451591,0.9935709163546562
146,isnt tad late say need address situat youv made prostitut legal open drug inject facil taken away polic abil enforc law creat shithol becom,"['harmful_generalization', 'government_critique']",3690,0.0040843966417014,0.9383068680763244,0.0576087720692157,0.9959156401455402
147,umm high crime high rate ton ton drug addict point look like zombieland excess amount illeg drug enter state tax death move seen cost rentbuy price gas,"['harmful_generalization', 'government_critique']",3691,0.0108809480443596,0.8591210842132568,0.1299979835748672,0.989119067788124
148,issu sinc left explod get bad seen video someon tour blew mind polit radic destroy everyth hate soul,['government_critique'],3698,0.0068925656378269,0.9419053196907043,0.0512021519243717,0.993107471615076
149,“san increas number perman support hous unit 7673 12393 unit saw popul rise 6400 7754”,['solutions_interventions'],3702,0.4519802927970886,0.0042915209196507,0.5437281727790833,0.548019693698734
150,street la needl fece amp urin endang health thousand,"['harmful_generalization', 'government_critique']",3722,0.0109889535233378,0.8814021944999695,0.107608824968338,0.9890110194683076
